product_id,discounted_price,actual_price,rating,rating_count,user_id,user_name,review_title,rating_category,selling_price,discount_percentage_calculated,grouped_category
B08VB2CMR3,"₹15,490","₹20,990",4.2,"32,916","AEW3QDKETJO6JJTGK5JI2ZW2PA3Q,AFKWBZELRCG57S5TPMOTZNE5KANQ,AEGUNYKUOOKYLZ5EVFG2RZ3IL5NQ,AF4R7KKPJVNKJC5D3CWKKX2JZAHQ,AEMRQAGETOHECPURDR3UBRHG33FA,AEI5XMVBEE4RLXD3B5VKGLNLH2JA,AEXU4Y3XLSP7AIYF33J3A7YN6O6Q,AFTK27OS7TXVU5CISEGTE75PPGEQ","Chandra.g,Shan Mohd,Suvajit Thakura,Radhe,Jyoti,Amazon Customer,kajal Kiran,Arun","Good,Amazing phone,Nice mobile ... But Amazon very low service.. every product,Value for money,Good prpduct,Good,Overal a good product,Best phone in this range",3,5500.0,73.79704621248213,Phone/Mobile Accessories
B095RTJH1M,₹999,"₹2,899",4.6,"26,603","AFDITJCB5D4EOPYZKGP5RGRJFVLA,AHFCEAPRZ44PZ2EVRAJ5SBCDGSBA,AFXDLSR7SKWLB4PKF5SSF5Q27WIQ,AHHBQDFH6KWPFVI3SBXHZNTYK3XQ,AFLRNKKT3DOOAGGWGYWTKEQMGZXA,AGYKT5FSJDBCXWNU74MA2M4OGXKA,AHPYSN2CUNOSXL6BZG6G2LFLV27A,AFJXJVGLO27UBT2KSFMXD2QDKGZA","Abdul Moiz,Rupesh Patil,Devashis,Amruth Ramesh,ALOK NATH,Santosh Bharathan,Hemant W,Abner F.","Easy to install but a bit slippery,Very good product, value for money,Expensive but for a reason,Best Screen Protector!,Best tempered glass to buy for your mobile,Clarity and adhesion is good,Perfect product,Great product and genuinely easy to install",4,1900.0,34.46015867540531,Phone/Mobile Accessories
B097R25DP7,"₹1,599","₹4,999",4.0,"67,950","AHECNVXSW6REC5TOGBH6OJXIBL4A,AFWAX2O5B5I36ESHPOWZKN25BYPA,AHSDH2Q4Q2QSUYUGEAGPIR22MT7Q,AFSJOIQSSLDDJPOWX3DDKXDA6T5A,AGUXZXNTCLWNP7Y5QA2KYEJLBMKA,AHOZLLUCMPI33IIR3Z5Y7UT2LCLQ,AGBT7W456GGMVOR73SNSIGLSK5DQ,AGYF2BCD5W756VOY2V5HJQCX4H4A","Ankita Dwivedi,Malathi Alunkar,Shubham♎,Oishi Basak,Dhananjay Sevalkar,User,Manohar salave,Kareti Naveen","Noise smartwatch,The product is good overall,Good Battery backup,Okayish product,Satisfied.,Good,It's great watch,Noise",3,3400.0,31.986397279455893,Wearables
B09YDFKJF8,"₹1,324","₹1,699",4.0,"1,28,311","AE27UOZENYSWCQVQRRUQIV2ZM7VA,AGMYSLV6NNOAYES25JDTJPCZY47A,AFHS33MWRQGSS64EETZJGCBWXXXA,AHYXZVXUY3QTBP7IBFIUBSZVH2XQ,AH2SHWYEWDAK6A5Y2ZBEMZ2KIG3A,AEYMOGP2CYRKYZ7TIDNLGR5QPZ4Q,AGPGDCCXPI3EACMNJKBCNT57DVFA,AFPBMRYRSMD3PP3CBKLFF7EKOCXA","virender malhotra,Vikas kabra,Das,Naveen,Amazon Customer,Adv. Manish kotwani,Vinod Jadhao,Priti tijare","Centre key,Nice phone,Good for Exam preparing students,Center button is not good,Battery runs out quickly,Nokia trusted brand only needs to improve ringtone sound,best phone,..",3,375.0,77.92819305473809,Phone/Mobile Accessories
B07WDK3ZS2,"₹20,999","₹29,990",4.3,"9,499","AELBDTDLN6LH4TEVDSSVNVRMHOTA,AF6WQKW6OFXB56NMHLIN4Z3XRTNQ,AFH5GFI3ZLDKRPX7OOXJDZKNTTTQ,AEQCU4OWLDASI2OKORSLGN4UFUXA,AHKQFWVTWLZQYGV6ZA6OCY333SNA,AHX5S7C6OWULLEH2WS5TSQFATXPQ,AHTWMZQ36LO3QXAIALC6VJ7OLTCQ,AHE3N52C6VWHPAF36U7GF7W2UV6Q","Thukkaram,Vishnu,Vyshnav g nair,Vijaya lakshmi,Dileepkumar,AJAY KUMAR,Amit sahu,Amazon Customer","Good phone , little expensive,Buyers Beware,I bought this mobile at 18k, worth on that price.,satisfied with the product,Single led flash light,Good product,Good not Excellent.,Good one",3,8991.0,70.02000666888964,Phone/Mobile Accessories
B08RZ5K9YH,₹999,"₹1,999",4.3,"1,777","AEJKUZQM36XSQ4JKVC4UBWE5YJJA,AGQWUC553PFV7YGNWOJPLCHRBIVA,AH6U3UC6OTD65UGQF6RMHGEE4UPA,AEG5SODTEGYP3IUXIGCGFJBG4W4Q,AH2EAMUTPTX7PVUNPFYL4RO6DQEQ,AFO7YXLQXSGY3DH6FMRQW2AZCOHA,AGIMUNQKIQNNE3SPFKQ7LZIWGWPA,AE3NK5I2NAFOPARL2APH27FP3HBQ","sarangam guru prasad,Aniruddha Mahamuni,Naresh kumar,Meet Rana,Anoopranta,Rushikesh T Warade.,Priyesh,sushil","Very good power charger,Good and original item,Good and original,Power House !!,Good but not perfect,Best Charger,Value,Average",3,1000.0,49.97498749374687,Phone/Mobile Accessories
B08444S68L,"₹12,490","₹15,990",4.2,"58,506","AGPVN62QTZNEHCVDPA4237YQ5VMQ,AF7KNSLEDN6UCGACICGMVXRW6FZQ,AERIRWR6GSTILA6LAAFDAG3FENNA,AG3SI2KQY3UNEQJOKH565UD4Y6FA,AGBDMC7RQ25U6AEK5YA5TLP4S5HQ,AGS23EI6FG7FXH3XR4HGYLJF5UAA,AGLDR4PNZ6ZWNGFV5EEV7BL6LAAA,AGE5JVVFCOPUTGK7F2PUUST4OWOA","Suhail Kazmi,Shivam Kagda,R.Srinivasaraghavan,NiTiL KUMAR/SUMIT KUMAR MAURYA,Mohammed S.,Rupesh,Iswar prasad kar,Giribabu","This is best,It's okay for a naive user,Good for the price.,Good,Excellent Product. Easy to operates.,best features in phones which you dont find in apple like call recording,Good purchase at this price,Good",3,3500.0,78.11131957473421,Phone/Mobile Accessories
B07WHQBZLS,"₹17,999","₹21,990",4.0,"21,350","AF526AFELIHNPVD5FL7SX5YLF35A,AHY3GOQ6D4GPVJOY2WG4P7MH7NGQ,AFUI6TGJ2TLDSR4PDBMD37RSFDEQ,AHRRCKGSRMDGY56SV4ZGXHBT45EQ,AHBFSHWP4NHWBAUP2AUWUTX5MZYQ,AHAF6FEINTAVNBMIRK2RCOT6KZAQ,AHJQMR2KBHVM6PAPM3OXBGYHRPRQ,AFV7ZA733ZLME4KNLZPMPCBUNPPA","Amazon Customer,Soham Dere,Amazon Customer,kumar Raja D,Gopal kumar,Chandra kant,Nijamuddin Kuraisi,Shankar","It controls Brightness automatically whenever u go in dark place or in sunlight.,Good in gaming,Touch not good,Good mobile within the price range,Great Phone,nice phone,Budget Mein sabse mast phone,Good but camera quality is not up to the expectations camera quality is not up to the expectations",3,3991.0,81.85084129149614,Phone/Mobile Accessories
B085DTN6R2,₹350,₹899,4.2,"2,263","AGUAYQHARAKR2VZTRP276KAGETKQ,AFKTST2773VUOKUHE7FCR6QCAURQ,AEGLHOQOWUUUQEDV6EWXTSHIUE7A,AEHQYGI5L4FFALBMC5XMT5KXSZCA,AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,AHT4JDEYWRIQGCA2WAQJ6E2POHCQ","Priya,Mansi,Plaban,Vivek,Taufique Ahmed,Praveen kumar,Robbin,arjun sharma","Works,Nice Product,Fast Charging as original,Good for data transfer,Average. Cost effective,Good quality,Great Product,Nice",3,549.0,38.9321468298109,Cables
B09JS562TP,"₹1,399","₹1,630",4.0,"9,378","AEN657OFUBBVTAFRFCOOUKFBNQ4Q,AESZZZXVFKLKXWSQPL4ECENSVBWQ,AG2UBCLWPOQR4QN5YCLXLC3XLHCA,AG7LUOL4B7W4Y5AWCZ5MK47P3OUQ,AFKWQ4PQTTDZKB7EET3UOXALXIOQ,AFTRUR7C3BJWFR5KW4W4SCBXU6NQ,AF4QNWLEXCHDBQ54GFXNI6N72XZQ,AGURV6CHVKSHPRM6VV4FSRY5NYKQ","Rajasekhar,Dimpal,rajat kumar,akanksha,Noone,Hemavaraprasad,Sachin Katyal,BUNGA DINESH","Out of 5 iam giving 3.5 rating everything is okay except voice sound during call,Simple for rough use,charger quality bad,Lightweight.,Terriffic battery life,Good one for elders,Good in this price,Good",3,231.0,85.8282208588957,Phone/Mobile Accessories
B09KLVMZ3B,₹159,₹399,4.1,"4,768","AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,AE642RIGZIT2VPQJOLNUZ34QVWJQ,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,AGKLZ4SUHAU47KJXDVHBBEWJODUA,AHESCOYXLCXB56F4JO45X4CZQCYA,AGGHDE6KFZHEDUDJBD5R27AYMEWA","Deepaak Singh,siva k.,MUNDATH BALGOPAL,BOOPATHI,Rakesh,Ana,Xolo,Rushi","Great but,Worked well for 6 six months that’s it,Compatible with Apple iPad 2nd generation and charging very well.,CABLE,The product is good but the phone gets disconnected at multiple occasions.,Not a fast charging cable,Good item. Value,Amazing product and value for money",3,240.0,39.849624060150376,Cables
B09V17S2BG,"₹1,499","₹6,990",3.9,"21,796","AGPBZBEFPFL64PWRZX32JSZUHDMA,AH32ZSUDD2AINXSY42RIVL5RBCIQ,AEGEQUSFQ3L5GTTYJEM34ZLSZN5Q,AEXNZJKAL3YMVOOAUSE3BZFP4JPQ,AELMNMBT5LVUJB7C3PHTT4NTETXA,AENLU2UJ3XK6A2ORODWSHIRNY7SQ,AFZ5LXQHEOBA4QWHTTF3TQNP7XIQ,AGRWOS52HI6TPUBXFRJUH3M4Q6DQ","Prasad Pavithran,Mahesh Chandra K M,Pannalal singroli,vinod thonti,Mayank Dunkwal,swarn,Rekha H gohil,Vaibhav Sharma","Ideal Product,Ok,उपयोगी एवं संतोषजनक,Ok in this price range,Battery,It is a good watch,Nice watch,Average",2,5491.0,21.444921316165953,Wearables
B0B5CGTBKV,"₹1,999","₹7,990",3.8,"17,833","AHPYDFW6Y3FIQGD2RJPBFF5QNVRQ,AG7DTVYZDY2NWU6V2G4KSIB67TDA,AHNQJPSI4I23HHMRHCCCI7QOBK7A,AHPOQQONRLZMHYLDKYP5SQOKRIEA,AGDD5ACY3AGTMTVBQOC3DMUR6REA,AFZV4ISJSNGDUD5TU3VYMTYQ5JGA,AGKPRGZCV5XK7ZNVLQWUGRB6CVVQ,AE7DX25DQCE7MXLEASO6I3YLWHRQ","AV,Mathan kumar,Amol Manjrekar,Suraj_nirmalkar,ASIF ANSARI,Jugalkishor yadav,Chinmayee Ninawe,Samba Shiva","Not Polished Enough. (Improving with updates),Best for the budget 👍,Value of money,nice product,Good product,Super value for money,Awesome product,Product itv",2,5991.0,25.018773466833544,Wearables
B0B23LW7NV,₹999,"₹2,899",4.7,"7,779","AGQIXFPHABUZ2WPETGRYDB7VSMXA,AECPF7WFMUQ3TR7YTLSL72GHF36Q,AGL7ZQV5GFVZMHW7CKCENRGWN72Q,AGUHK5ZM4TY34VNG5TPPNM4XKBLQ,AEYDG3MS53N2AXAG22CIKKLZ3H7A,AHCIMCXVSX6LO3HH7B7BP23VTPWA,AGQWWZTXBNKQCTJHEYL7R7U54SHQ,AEX4JSF5BMTK2X273FGK4OKW6SAA","VK,Siddhi Prabhudesai,Prashant Nair,Srihare,Nikhil Upadhyay,Rohit,Harry Thakur,Deepak ojha","Easy to install,Best screen guard and the easiest to install!,Easy to install,Very easy to install and doesn't interfere with the case,Value for money,Good tempered glass,Value for money,Wonderfull wonderfull wonderfull",4,1900.0,34.46015867540531,Phone/Mobile Accessories
B09KGV7WSV,"₹2,099","₹5,999",4.3,"17,129","AHJHHQWQ25VCIQHG5XMZN5MRZFYA,AFCFHU6B5RH4YN6DNTLUMY3CILHQ,AGLNHKFYTWDPKIAIQTE4UPB5I7ZQ,AEZKRUEG7M7P4JGJEVHMWZ3MGFPA,AHXWYJUQTCQRTQG3XYEAAYI3EURA,AHYAIOJLTBNK23OEWQ2BELX3PVXA,AHPP7A2M3LU7BWBZVIWXBNIVAPNA,AG6FKYZZA7HPN54KNFM5EIKJNDSQ","Ishwar Singh Sankhla,sai k.,Prathmesh Acharekar,T-y,Jasmin Gosrani,Pankaj,Mahesh,Muzafar","Really Satisfied with purchase.,DO NOT BELIEVE ANSWERS FOR QUESTIONS SAYING IT WORKS ON iPad Pro 10.5 inch (A1701),Does all the necessary stuff,No Double Tap Gesture,5 star product at this price,Very good product,Automatically off's itself,Value for money pen",3,3900.0,34.989164860810135,Phone/Mobile Accessories
B0971DWFDT,₹337,₹699,4.2,"4,969","AGZD3RPRHHX2DKW6TEB65JLH5S5A,AE5UEABJHMKBLTCBIQYEFKFG3LAQ,AFCJPD4OYU6E3CQYH32MUOX26A5Q,AHOKPNT5H34CQXR52YBMVLR6GTZA,AGTM5FVKPGPRP7YEKY4F46BYLKAQ,AHMTIK5UNPKUXAZEYS6SXOQLQ3MQ,AF367Z63Q7PILESRPHP7QHMMT2QQ,AH55R53RN3UWSSDSNBGV6BCQL6NQ","Jeeshan,Siddhant,Amaan Shaikh,Nishant Bhandari,jagdeep,Shrek'O,goutham,Subhadeep Ghosh","Good charging speed, supports well for Suzuki burgman also,Good car charger,It connects to apple lighting Cabel,Good car charger,Good product,Nice quality,It’s only a charger,excellent value for money",3,362.0,48.21173104434907,Phone/Mobile Accessories
B0BNV7JM5Y,"₹2,999","₹7,990",4.1,154,"AEYLB6L333GKGCRGR5N6NDB335TQ,AEUZYVUGRR6URWHTEQR3NCGWN46A,AHYWG4RZCXWYBUPMUCNYX76JWF4Q,AHKCYSBVKKLZ6TZEUYSMS7JK7O3A,AHOLDR6WNL5GVEDVEX7HEK7KGA2A,AEVCDJRYLA3LTJCNTFYX53MAHAGA,AHM52LICMSWL734Q5OL4BUM7YWLA,AHFK5JSZGYMOMOE36LRSR2HC3V3Q","App,Dr. Rinchin,Priyanka Devaraj,Yasinlove,Anand Patel,bhaskar,MUHAMMAD ALAU DIN,Mantu kumar Sahoo","Feature Wise OK at this Price But Sometimes call screen not come on the display of Watch,Problem with connection.,Good,Good watch,Worth ₹1799,Very nice product,Touch working smoothly.,Nice watch",3,4991.0,37.53441802252816,Wearables
B0B53QFZPY,"₹1,299","₹5,999",3.3,"4,415","AH7LW3BCJBLCZTMWBOFL33UGIRBQ,AFSJYBGBY2U6KAAUR23KS3COL5SQ,AGCLLMGPNMO4IGCQ4253BICGDADQ,AHHC3QIX44VPXBB4HHGJ2RNFV67Q,AGBJ6SKHL3RD37OYZ54U52DAIIPA,AHDPRYTLYXKEPSTVF2LRV5SQJIYQ,AEIQA6TZQ4Y2SMVJTGE27G4MGBXA,AHE7VTTWP3YUKXVDZDJP6NZUIHLQ","anurag,Nirmal Singh,Vikas Keshavrao Vanave,K. Sarath,Abid Hossain,Mahesh Kumar,Amazon Customer,Vinay Kumar Sadhula","just a watch not smart one... all features are to make fool of  you,Worst watch, connecting problem with phone nd automatically disconnecting from phone.,Very good quality of product and price is very low.,Good,ভালো,Damaged product supplied later on exchanged,Battery life less.,Amezing",1,4700.0,21.653608934822472,Wearables
B083342NKJ,₹349,₹399,4.4,"18,757","AGSGSRTEZBQY64WO2HKQTV7TWFSA,AEYD5HVYAJ23CR6PTWOOIKUOIDHA,AFRMNW6TDHDZBP2UHF2K3MEAEYUA,AHICHCW6EC3BNV2IDAEAJPBG4HZQ,AGWFKE7RNP6EVC4JFLFSL76EEVVQ,AGEOQQHGNELZNEUKJAJUA7NTPBLA,AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,AGJYG6ZWCWD74WNE6Y37XZ2VUSMA","Birendra ku Dash,Aditya Gupta,Abdulla A N,Deepak,Gowtham,Rakesh,Pawan Kumar,Prabhat Raj Pathak","Good product,using this product 8months It is done  I have not faced any problem so far, its build quality best,I really liked this one.,Very strong and support fast charging ,,Nice cable,Best data cable charging fast,Good job,Good but need some improvement",3,50.0,87.468671679198,Cables
B07WJWRNVK,"₹16,499","₹20,990",4.0,"21,350","AF526AFELIHNPVD5FL7SX5YLF35A,AHY3GOQ6D4GPVJOY2WG4P7MH7NGQ,AFUI6TGJ2TLDSR4PDBMD37RSFDEQ,AHRRCKGSRMDGY56SV4ZGXHBT45EQ,AHBFSHWP4NHWBAUP2AUWUTX5MZYQ,AHAF6FEINTAVNBMIRK2RCOT6KZAQ,AHJQMR2KBHVM6PAPM3OXBGYHRPRQ,AFV7ZA733ZLME4KNLZPMPCBUNPPA","Amazon Customer,Soham Dere,Amazon Customer,kumar Raja D,Gopal kumar,Chandra kant,Nijamuddin Kuraisi,Shankar","It controls Brightness automatically whenever u go in dark place or in sunlight.,Good in gaming,Touch not good,Good mobile within the price range,Great Phone,nice phone,Budget Mein sabse mast phone,Good but camera quality is not up to the expectations camera quality is not up to the expectations",3,4491.0,78.60409718913769,Phone/Mobile Accessories
B01F25X6RQ,₹499,₹499,4.2,"31,539","AFTS5BKDRY7Y23B27UVBE2V6TOHA,AHRIDJXYEBQS7MXFDZ7AAX3AACRQ,AEDHFXMKZMTSZUD6ZDT2EAIJBQUA,AHBMWXLEXHMD3QWGJ4BY7XIDEDUQ,AGVSEPNAZEEDAMS3QS6KVA7XYXXA,AG2ITB7GSXUQM6CODSEUDY2P64DQ,AG37JT3DBXZLS3HJHIAJZUA7A3LQ,AGYBSDZV56GWQP7LHLWIBBYLJF4Q","Ranit Barman,Ravi Singh,Karan Rai,Amazon Customer,Saurabh,Jayesh,Amol kale,Sankar Prasad Dutta","Works well, but not for long,Good product,Good product,Good quality,Excellent.,Good,Average item,Try to improve",3,0.0,100.0,Other
B09C6HXFC1,₹970,"₹1,799",4.5,815,"AFNYIBWKJLJQKY4BGK77ZOTVMORA,AFCTNNMP2LZLY5466YJ5AY3JE5ZA,AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,AF2ZFMLJS4UBCGZO4FMJTEPP6MHA,AFBZMRHC4GXUU7KNAK4OBKORDF6Q,AHSIQL276K7X2UP72QOOOWNVRSXA,AF3D6X5NQWOBOEVVH2Y37N55AKZQ,AFWOTSQXCQJLZ653Y7ACEZADKGYQ","Prasannavijayaraghavan G.,Preet Sikka,Theeban Raj,Nishikant,Gurpreet S.,Manoj,SP,Ashutosh","Good cable for car,Good substitute for orginal,Better Value for money Product,Way better than the original,Absolutely amazing.,Namm hi kafi hai,Very good,As the names say Durable cell it a durable cable ;-)",4,829.0,53.918843802112285,Cables
B0B244R4KB,₹999,"₹2,899",4.6,"6,129","AHCJOEQEARI6IQ2XGJ6HTGQSRUXQ,AGBUKPO3CSYIJA4C4IO22UUEGBLQ,AG7EDX6NV5CSHGLF5QKGWTKGYRVA,AFUXZLDQRZZW3OBIZHMMRKKIEC3Q,AFCSX2LUWQ3TNV2RUG7G7PGO4V3Q,AENFYL3PYY3GDTSKARQ3XBN5RGEQ,AED2V75UUU3LKRDYR6C7JKBSMOOQ,AHCDZR5MNGRRU7NSOZZCWA5ZIURQ","Prabhat Chaudhary,Anil Kumar.M,Prateek,Nilkanth,AmazonCustomer99,Harjot Shah Singh,Advisor,Nitin Pahwa","Best For It’s Money!🔥,Nice quality, but comes with a price!,Easiest to install,Easy to install,Worth every penny!,Worth it,Good but costly,Totally worth it",4,1900.0,34.46015867540531,Phone/Mobile Accessories
B0BMGG6NKT,"₹10,499","₹13,499",4.2,284,"AGOWF5LLDDKUJTPYF4WOO5RKT4JA,AGIJWXZQV3F5BX3NCSWDZVKK4RCQ,AFJH7QKP457YR2ZYLVCPSMM5SWHQ,AEUFJD6BX2IQCSBOKNA7MQFE7QKA,AHCBFTWURJCUA25OV4KMXCRKG64A,AFBJK7AC7CHF64YGGCYORLZKDJPA,AFS3FJBEMAQT6KHZEAOPUHRCVQ7A,AFCWNR2KVRYPLSRP4RNLWZVM6TSA","Vishnu VP,P S Agarwal,Rajesh Kumar,RAMA,Vaibhav saxena,Venu Singani,V Arumugaperumal,HariBol ❤","Get it with bundled discounts.,Heating & Touch screen,Buy for normal usage. NOT FOR CAMERA,The phone is a good device and I am happy with the purchase.,Average quality.,Exlent mobile,Valueable buy,A GOOD AND AFFORDABLE PRODUCT",3,3000.0,77.77613156530113,Phone/Mobile Accessories
B082LSVT4B,₹249,₹399,4.0,"43,994","AECPFYFQVRUWC3KGNLJIOREFP5LQ,AGYYVPDD7YG7FYNBXNGXZJT525AQ,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,AEZ346GX3HJ4O4XNRPHCNHXQURMQ,AEPSWFPNECKO34PUC7I56ITGXR6Q,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,AH4QT33M55677I7ISQOAKEQWACYQ","ArdKn,Nirbhay kumar,Sagar Viswanathan,Asp,Placeholder,BharanI,sonia,Niam","A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit",3,150.0,62.40601503759399,Cables
B092JHPL72,₹251,₹999,3.7,"3,234","AGYPVBWZGS5N6B4LBSHETPVHMKUQ,AE7WCE4G7TDHHYVS72L46F2VKMOQ,AHF4VUNETUB7FQORZINTQG2XOEQQ,AFIO5M6WIUKDYTE7PYCYGYW2Y5WA,AG3J4S2BFDNPWLWKFM4JZ5ZZGRDQ,AFGCSWFB6JCB7T57BVBCLPAXVEKA,AF3EF5QQOHLKBPEKFANXBCUG5NPA,AFX6DXBXJZC4YETE5ZYXJJCE3PFQ","Sweta B.,YUGANTIKA,Amazon Customer,Anindita Dhar,hari,G Manohar Reddy,Shubham gandhi,Satyam Kumar","Sturdy,Really Flexible, Good for Moderate usage,Good product...👍,Good product in this price.,Good,Good material,Stability,Okay product.",2,748.0,25.125125125125123,Phone/Mobile Accessories
B08WRBG3XW,₹199,₹499,4.1,"13,045","AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,AFLIHOX2HH7S2OJAD63UAHKMY34Q,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,AFHKIURZM4R62UEXTOCZLI2FPQ6A,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,AGAHH7PWXC4ZX235QLJVVHU76USQ","Rohan Narkar,JAGWINDER SINGH,Gursewak Singh,Avii,Amit Sharma,Ritesh Agarwala,Rahul hardaha,Renjith Harilal","Good for charging and Data transfer,ਮਜ਼ਬੂਤ,Good Quality but less Power Delivery,Fantastic!,Good,Not useful,Doesn't fit properly,Boat ⛵ cables",3,300.0,39.879759519038075,Cables
B09GFM8CGS,"₹6,499","₹7,999",4.1,"3,13,832","AF7B5AJJZP2WKRD74Z45L7YDOEHA,AGEYI2JEUE752XDEXSTEIO7LJI5A,AGNNZL2OXJSOP4LC4PWWYSTCZAAA,AF7O7XT6CTT6WPOITPUURTLR373A,AEI3CRGT2GQUOOD67T5H2NK6J32A,AFVNPALAXLPTQV7PA3A6GG6GNKHQ,AGFWKP74BJOEEMWDPDRITXUIW45A,AF36F2CYTEDAZ7XUT5FIVJV5WIFQ","Roshan Renji Cherian,SivavaraprasadPV,Kranthi,A K Bindhani,pravesh,Subrat,Max,JAWAGAR T","Best phone for below normal use,Good mobile for minimal usage , but technically highly worth,For simple use,Ok,Good quality product,Good unit,Good,Best Budget mobile",3,1500.0,81.24765595699462,Phone/Mobile Accessories
B0B3MWYCHQ,"₹2,999","₹9,999",4.2,"20,879","AHZNSNBVKQR4OGJAQHE4DCDA4YHA,AFBW6COTZXGHQMWVDUOSXVUCCIHQ,AFFRU7QVLXG4LNG6JKQKJ23KBA2A,AF5E74KNXXYBJVMG7HUYXNRNYY3A,AF4F4SKVD2UU7ZBJFZNNBK7ORIGA,AF3IVRFFILSUOKAXKRZBFBDRF7MQ,AF23WB7B2XKLYCA3KXEGKSBWYKOA,AHAJNAQDV3BHN5AYLY3LOWFJCS6A","Anirban,Abhi Khaire,Sachin,Tanisha bhoir,Jitendra vishwakarma,Archana,NILESH,Ajay","pocket friendly  smart watch for people who loves large  screen.,Value for money,Value for money product,My watch is not charging,Service,Good but it's not working now,GREAT PRODUCT....,Good product",3,7000.0,29.992999299929995,Wearables
B09J2MM5C6,₹279,"₹1,499",4.2,"2,646","AFICHFCZ5WJJOZ6HM67EQ2L3YYTA,AFRGLG5OYGNQX7XQRZUL75X3IRDA,AFA6Y4X6JXUJS7K3ALWAK3B33GZA,AHMMGE7E7A4MRWPCBASIPVF3AI4A,AH6MNV2WOAZU6TJAQ2HR5B7UHNDA,AECZ74YEI7GUHN27KFQKRVIEFCHA,AGOPT5ISDG5GJG2LCY6HYOV6KUDA,AGWJ2WGTJWSGOVXK4FZTGLJO6LLA","Deepak Rathod,Yash L.,Jeevan,Salai Mani,Sumasree Atmakur,Anil,Alainoreo,Mr. Kamalakanta Nayak","Overall good,Sturdy,It turns yellow,No issues and yellowing as of now!,Not worthy,Awesome,Amazing,iPhone 13 back cover",3,1220.0,18.612408272181455,Phone/Mobile Accessories
B07Q4QV1DL,₹269,"₹1,499",4.5,"28,978","AGGXWYRLPMULBPR7OXPEV6SNOMIQ,AHBKNSJNHRF22KZYCFRN4CQJG3EA,AELCNLLIFS2RDDTYTLT4KXJRIG5A,AHHS23JALEPKBIT7NAIJDAW3U5NA,AE4ECIOVJONHQF4A4G4GYNVQNPZQ,AHRWF3BGXKDJ4HR7NMPSC4BBMM6Q,AFJ7OTPT4MWWC3XXZCYYKIXEXFGA,AHU2SCYTK66DFVXSMANJZRT2LPKA","Shaik John Saida,Nilay Kambli,Amazon Customer,Harsh Kumar Shrivastava,Tamzid Hasa Dipu,Yatin,Arty,Anoop Chandran","Good one,Almost perfect,Go for it,Good product,It's folding system is good,Very good product,Great stand sturdy and good quality,Good quality",4,1230.0,17.945296864576385,Phone/Mobile Accessories
B0B56YRBNT,"₹8,999","₹13,499",3.8,"3,145","AHFDZC2Q6XYLTF2H645HIE2ABOTA,AG5KYNRJXLJG2YENX3MQR6FSYMNA,AFUPCMP6RPBTIAKVTGCGKCKMDMLQ,AHPUB6PWTLZFJNEIZJFPKADKX6HQ,AFXLD7CM6FII27LC6W7HHACGDEAQ,AFKM46JT4BN64WI6WKVJ5A4SS7RA,AG33SHKIV4KLY4PPGUGUNDNTIAMA,AEUOZUIXQQSUHC3EVYRKUXQS3IRA","jagdish,Gore Sampat,Amazon Customer,Shivsingh Saini,Shanti Lal Tailor,Vansh Sharma,Abhay Tyagi,Vishal Kapdi","WORST PHONE EVER! Read this before you buy it,Value for Money meeting all smart phone requirements,In this range perfect,Camera achcha hai,All over good,Good phone at this price,Budget Phone,Worth it",2,4500.0,66.6641973479517,Phone/Mobile Accessories
B09NHVCHS9,₹59,₹199,4.0,"9,377","AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,AEAMIR3CMSA32IDEINSJKHRNANTA,AF355FTXYAKFH5NYPRTE7SL3WO3Q,AG5DWPD54QGSLWJ6QUFERLPNAX4Q","$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE","Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.",3,140.0,29.64824120603015,Cables
